SMILES,pCHEMBL,Molecular Weight,logP 
Cc1ccc2ncc3nc(-c4ccccc4)nn3c2c1,5.62,260.30,3.25
O=c1c(-c2ccco2)nnc2n(CCc3ccccc3)c3ccccc3n12,7.8,356.38,3.55
CCN(CC)CCCCCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.89,416.59,5.02
O=C(CC1CCCN1)Nc1ccc(C(=O)Nc2nccs2)cc1,5.18,330.41,2.48
CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(C)cc12,5.14,339.36,1.72
Nc1nc(-c2ccco2)nc2sc(CN3CCC(F)(F)C3)cc12,8.06,336.37,3.37
Nc1nc(-c2ccco2)nc2sc(CN3CCSCC3)cc12,8.04,332.45,3.08
N#Cc1cccc(-c2nc(N)c3cc(CN4CC=CCC4)sc3n2)c1,7.88,347.45,3.57
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(NCCN3CCOCC3)ccc1C2=O,8.36,401.47,2.68
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,7.21,378.32,4.45
Cc1cccc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)n1,8.6,323.36,2.26
Cc1ccc(CO[C@H]2CCCC2Nc2ncnc3c2ncn3C2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,5.6,455.52,1.30
O=c1oc2c(O)c(O)ccc2cc1-c1cc(Br)cs1,4.91,339.17,3.70
Nc1nc(-c2ccc(C3CC3)o2)nc2sc(Cc3ccccc3)cc12,6.58,347.44,5.00
OC[C@H]1OC(n2cnc3c(NC4CCCCC4OCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,5.43,455.52,1.38
OC1CS[C@@H](n2cnc3c(NCc4cccc(Br)c4)ncnc32)[C@H]1O,6.38,422.31,2.17
O=[N+]([O-])c1ccc(Nc2nc3c(N4CCCC4)ncnc3s2)cc1,5.5,342.38,3.34
CC(=O)Nc1cc(-c2cccc(N3CCC(O)CC3)n2)nc(-n2nc(C)cc2C)n1,7.66,407.48,2.26
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,7.92,409.49,2.03
COc1ccc(CCCN(C)c2cc3nc(-c4ccco4)nn3c(N)n2)cc1,8.24,378.44,3.04
COCCOc1ccc(N2CCN(CCOc3cc4nc(-c5ccco5)nn4c(N)n3)CC2)cc1,8.55,479.54,2.19
Cn1c(-c2ccc(Cl)cc2)nc2c(NC3CCCC3)ncnc21,5.74,327.82,4.04
Cc1ccc(-c2nc3c(NC4CCCC4)ncnc3n2C)cc1,5.75,307.40,3.69
Cn1c(-c2cccnc2)nc2c(NC3CCCC3)ncnc21,5.2,294.36,2.78
Cn1c(-c2ccccc2)nc2c(NC3CCCC3)ncnc21,6.3,293.37,3.38
Cn1c(-c2ccccc2)nc2c(NC3CCOC3)ncnc21,5.74,295.35,2.23
Nc1nc(-c2ccco2)c2nnn(Cc3ccsc3)c2n1,8.72,298.33,2.17
Nc1nc(-c2cc[nH]n2)c2nnn(Cc3ccccc3F)c2n1,6.62,310.30,1.38
COc1ccccc1Cn1c(=O)n(-c2cccc(F)c2)c2nc(NC3CC3)ncc21,7.05,405.43,3.35
COc1ccccc1Cn1c(=O)n(-c2cccc(C#N)c2)c2nc(NC3CC3)ncc21,5.59,412.45,3.09
COc1cccc(Cn2c(=O)n(Cc3ccccc3OC)c3cnc(NC4CC4)nc32)c1,5.04,431.50,3.28
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3OC)c3cnc(NC4CC4)nc32)c1,8.22,435.46,3.36
O=C(Nc1nc(-c2ccccc2)c(-c2nc3ccccc3c(=O)[nH]2)s1)c1ccco1,5.06,414.45,4.56
Nc1ncc(-c2ccc(O)cc2)c(-c2ccccc2)n1,8.89,263.30,3.10
Cc1cccc(O[C@H](C)C(=O)Nc2nc(-c3ccccc3)n[nH]2)c1,5.92,322.37,3.19
CCN(CCO)c1nc2nn(C)cc2c2nc(-c3ccco3)nn12,5.19,327.35,1.09
CCCCCCCCc1ccc(O)cc1,4.9,206.33,4.30
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,6.18,356.06,5.86
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccccc3)nn12,6.21,473.54,4.56
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(C(F)(F)c3cccnc3)ccc1C2=O,8.8,400.39,4.47
COc1cccc(CCC(=O)Nc2nc3ccccc3c(=O)s2)c1,7.19,340.40,3.24
Cn1c(=O)c2c(nc3n2CCCN3CC2CC2)n(C)c1=O,6.38,289.34,0.05
Cc1cc(C)cc(OCC(=O)Nc2nc(-c3ccccc3)n[nH]2)c1,5.5,322.37,3.11
Cc1nc(N)c2nn(-c3ccccc3)cc2n1,6.61,225.25,1.71
CCCCC#Cc1nc(N)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,7.09,317.35,0.20
CCCCC#Cc1nc(N)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,7.2,317.35,0.20
COc1ccccc1-n1cc2nc(CCCc3ccccc3)nc(N)c2n1,6.19,359.43,3.58
COc1ccccc1-n1cc2nc(-c3ccc(C)o3)nc(N)c2n1,6.29,321.34,2.97
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,7.12,304.39,2.36
CCn1nc(-c2cccc(-c3cccc(C(=O)NC4CC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,7.48,563.45,5.84
Nc1nc(-n2cccn2)nc(NCC2CC2)c1Br,8.0,309.17,1.83
CC(C)Sc1nc(-n2cccn2)nc(N)c1Br,8.15,314.21,2.51
Nc1nc(-c2ccco2)c2nnn(Cc3cccc(F)c3F)c2n1,8.64,328.28,2.39
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(Cc3cncc(F)c3)ccc1C2=O,8.89,382.40,4.06
Nc1nc(C(=O)NCc2cccc3cccnc23)c2cccc(Br)c2n1,9.15,408.26,3.45
Nc1nc(C(=O)NCc2cccc3[nH]cnc23)c2cccc(F)c2n1,7.6,336.33,2.16
Nc1nc2c(cnn2CCCc2ccc(OCC(=O)NCCCCNC(=O)CCCCCNC(=O)COc3ccc(/C=C/C4=[N+]5C(=Cc6ccc(-c7cccs7)n6[B-]5(F)F)C=C4)cc3)cc2)c2nc(-c3ccco3)nn12,7.61,1048.99,None
NCCCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.64,531.62,2.96
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(C(C)=O)cc4)nc31)[C@H](O)[C@@H]2O,5.28,460.49,0.50
Cn1c(=O)c2nc[nH]c2n(C)c1=O,4.92,180.17,-1.04
Nc1nc(-c2ccco2)c2nnn(Cc3cnccn3)c2n1,6.91,294.28,0.90
CC(C)(C)OC(=O)NCCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,4.65,388.38,2.02
COc1cccc(-c2cnc(N)nc2-c2ccccc2)c1,6.81,277.33,3.40
CC(C)Cn1cnc2c(N)nc3ccccc3c21,5.53,240.31,2.82
Nc1cc(-c2cccs2)c2oc(-c3ccco3)nc2c1,7.15,282.32,4.40
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CN3CCCC3)ccc1C2=O,8.39,356.43,3.53
CC(C)C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.52,289.36,2.99
Cc1cnc(NC(=O)c2ccc(NC(=O)CC(C)(C)C)cc2)s1,6.92,331.44,4.08
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,7.14,384.44,2.12
COc1cc(C(=O)Nc2nccs2)ccc1NC(=O)CC(C)(C)C,7.77,347.44,3.78
CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1F,8.04,335.40,3.91
Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCOOCCCCN)cc3)n3nc(-c4ccco4)nc23)n1,6.57,562.59,2.26
C#CCCCCCC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.32,377.41,2.79
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,7.99,337.34,1.72
Nc1nc(NCCN2CCC(c3ccccc3)CC2)nc2nc(-c3ccco3)nn12,7.55,404.48,2.65
CN1CCN(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.0,343.40,0.02
O=C(CC1CCCC1)Nc1ccc(C(=O)Nc2nccs2)cc1,7.17,329.43,3.91
Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1.Cl,6.17,355.79,3.72
Cc1ccc(-c2nc(N)c3nn(Cc4ccccc4O)cc3n2)o1,7.42,321.34,2.73
COc1cnc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3cccc(F)c3)nc12,8.33,446.50,3.47
CCN(C(=O)c1ccc(C(=O)c2cnc3ccc(Br)cn23)cc1)C1CCCCC1,6.97,454.37,5.12
CCCn1c(-c2ccco2)nc2c(NCCc3ccccc3)ncnc21,6.26,347.42,4.15
COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,9.52,406.51,2.52
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)ncnc31)[C@H](O)[C@@H]2O,5.21,520.33,1.07
CCCn1c(=O)c2[nH]c(-c3cnn(CC4CCN(c5ccc(OC(F)(F)F)cc5)C4=O)c3)nc2n(CCC)c1=O,7.44,559.55,3.52
Cc1csc(-c2coc3cc(OCC4CC4)cc(C)c3c2=O)n1,7.1,327.41,4.32
Nc1nc2cccc(Cl)c2c2nc(-c3ccco3)nn12,8.92,285.69,2.77
Nc1nc(-c2ccccc2)nc2sc(CN3CCOCC3)cc12,6.0,326.43,2.77
Nc1nc2c(cnn2CCCc2ccc(OCCF)cc2)c2nc(-c3ccco3)nn12,7.91,421.44,3.30
CCCn1c(=O)n(CC)c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc21,7.93,414.47,0.44
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.48,345.37,2.56
CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,6.88,356.47,2.78
O=C(Cc1ccccc1)Nc1nc(-c2ccccc2)c(-c2ncon2)s1,6.15,362.41,4.04
Nc1nc(-c2ccco2)nc2sc(CNC3CCCCC3)cc12,6.77,328.44,3.96
Cn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)N4CCN(c5nc6cc(Cl)ccc6s5)CC4)cc3)cc2n(C)c1=O,5.0,593.11,4.00
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(C)c1=O,6.97,473.53,1.96
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc(Br)cc5)CC4)cc3)cc2n(C)c1=O,6.94,552.43,2.72
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC4CC4c4ccccc4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.32,454.92,1.48
O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)c1ccncc1,6.73,382.38,2.68
Nc1nc(OCCc2ccccc2)nc2nc(-c3ccco3)nn12,7.39,322.33,1.98
Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.09,391.43,0.00
Cn1cc2c(nc(NCCCNC(=S)Nc3ccc(C4c5ccc(O)cc5OC5=CC(=O)C=CC54)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1,5.6,703.74,4.63
CC(C)[C@@H](Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H]2C[C@@H]21)C1CC1,5.8,377.88,2.24
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,4.83,381.69,5.80
CCCn1cc2nc(N)n3nc(-c4ccco4)nc3c2n1,7.77,283.30,1.73
CCN(CC)CCOc1ccc(CCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,6.25,454.58,1.61
CCCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCCCC3)cnc21,6.04,444.54,4.37
COCCCn1c(NC(=O)c2cccc(C#N)c2)nc2ccc(C(=O)N(C)C(C)C)nc21,8.6,434.50,3.07
COc1ccc(Nc2nc3c(N4CCC[C@H]4CO)ncnc3s2)cc1,5.96,357.44,2.80
Brc1cccc(Nc2nc3c(N4CCCC4)ncnc3s2)c1,6.61,376.28,4.19
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@@H]3CC[C@@H](NC(=O)c4cccc(C(F)(F)F)c4)C3)sc12,7.51,548.59,5.23
COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,8.39,389.42,2.96
Nc1nc2nn(Cc3ccc(C4(C(F)(F)F)N=N4)cc3)cc2c2nc(-c3ccco3)nn12,7.4,439.36,3.55
Nc1nc(-c2ccco2)nc2sc(CN3CCC(O)CC3)cc12,6.52,330.41,2.49
Nc1nc(-c2ccco2)nc2sc(CN3CCCC3)cc12,7.55,300.39,3.13
O=c1c2ncn3nc(-c4ccccc4)cc3c2c(-c2cccnc2)nn1Cc1ccccc1,6.09,430.47,4.22
Cc1nc2c(=O)n(Cc3ccccc3)nc(-c3cccs3)c2c2cc(-c3ccccc3)nn12,5.59,449.54,5.19
O=C(NCCNC(=O)c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)NC1CCN(c2ccccn2)CC1,8.4,736.83,1.77
CC(C)n1cc(-c2ncc(N)nc2-c2ccc(F)cc2)ccc1=O,8.74,324.36,3.27
Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,9.4,460.54,3.93
CNc1nc(N)n2nc(-c3ccco3)nc2n1,7.31,231.22,0.40
COc1cnc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(F)cc3)nc12,8.19,446.50,3.47
COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3nc(N)nc(N(C)C)n3)s2)cc1,5.7,475.53,3.14
O=C(Nc1nc(-c2ccccc2)c(C(=O)c2cccnc2)s1)c1ccco1,6.26,375.41,4.28
O=C(Nc1nc(-c2ccccc2)c(-c2ccccn2)s1)c1ccco1,6.71,347.40,4.72
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.92,308.30,-1.84
CC1CC(c2ccccc2)n2nc(N3C(=O)C4CC=CCC4C3=O)nc2N1,5.7,363.42,2.53
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,9.46,337.34,1.72
C#CCn1c(=O)c2c(nc3n2CCCN3CC2CCCO2)n(C)c1=O,5.96,343.39,-0.08
Cn1c(=O)c2c(nc3n2CCCN3c2ccc(F)cc2)n(C)c1=O,5.93,329.33,1.11
CCn1nnc(-c2sc(NC(=O)Cc3ccc(OC)c(OC)c3)nc2-c2ccccc2)n1,7.35,450.52,3.68
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.24,267.25,-1.98
COc1cccnc1CNC(=O)c1nc(N)nc2c(OC)cccc12,8.52,339.36,1.55
COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccc(Br)cc4)nn23)cc1,5.08,493.33,4.09
COc1ccc(-c2nc3c4cn(CCc5ccccc5)nc4nc(NC(=O)c4ccccc4)n3n2)cc1,4.6,489.54,4.64
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.65,560.81,1.78
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@@H]3CCN(S(=O)(=O)c4cccc(C(F)(F)F)c4)C3)sc12,6.22,570.62,4.35
COc1ccc(CCNc2nc(N)c(C(=O)N=C(N)N)nc2Cl)cc1.Cl,5.36,400.27,0.79
Cn1cc2c(nc(NC(=O)NC3CCN(Cc4ccc(C#N)cc4)CC3)n3nc(-c4ccco4)nc23)n1,5.65,496.54,2.93
COc1cccc2cc(C(=O)NCCCO)c(=N)oc12,6.2,276.29,1.03
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCC3CC3)nc(Cl)nc21,5.36,335.80,1.21
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(Br)cc4)nc32)[C@H](O)[C@@H]1O,7.38,506.36,0.58
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,6.44,839.05,7.33
O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCCC1,6.84,334.38,3.93
Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3F)c2n1,8.4,309.30,2.86
Nc1nc(N/N=C/c2ccc(Cl)c(Cl)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.78,454.27,0.77
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.7,308.30,-1.84
Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3[N+](=O)[O-])c2n1,7.58,336.31,2.63
COc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,8.7,321.34,2.73
Nc1nc(-c2ccco2)c2cnn(CC3CCCCC3)c2n1,7.35,297.36,3.25
Nc1nc(-c2ccco2)c2ccn(Cc3ccccc3F)c2n1,7.8,308.32,3.46
Cc1cccc(CO[C@H]2CCCC2Nc2nc(Cl)nc3c2ncn3C2O[C@H](CO)[C@@H](O)[C@H]2O)c1,5.03,489.96,1.95
OC1CS[C@@H](n2cnc3c(NCc4cccc(F)c4)ncnc32)[C@H]1O,5.9,361.40,1.54
COc1ccc(Cl)cc1CNc1nc(Cl)nc2c1ncn2[C@@H]1SCC(O)[C@@H]1O,5.4,442.33,2.72
CC(O)CCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,8.1,288.32,-0.16
CCOC(=O)c1cnc(N(C)C)n2nc(-c3ccco3)nc12,5.19,301.31,1.63
Cc1ccc(Nc2nc(C)c(C(=O)Nc3sc4c(c3C#N)CCCC4)s2)cc1,5.25,408.55,5.57
CCN(CC)CC.CCN(CC)CC.N=c1ccc2c(-c3ccc(C(=O)NCCNC(=O)COc4ccc(CCCn5ncc6c5nc(N)n5nc(-c7ccco7)nc65)cc4)cc3C(=O)O)c3ccc(N)c(S(=O)(=O)O)c3oc-2c1S(=O)(=O)O,7.78,1194.36,3.65
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O,7.3,428.49,0.83
Cn1c(-c2ccco2)nc2c(NC(=O)Cc3ccccc3)ncnc21,6.96,333.35,2.80
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.47,304.39,2.36
CCc1cc2c(=O)c(-c3nc(C)cs3)coc2cc1OCC(=O)OC(C)C,7.82,387.46,4.12
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#Cc4ccc5ccc6cccc7ccc4c5c67)nc31)[C@H](O)[C@@H]2O,5.51,653.14,5.42
Cn1nc(-c2cnc3ccc(F)cn23)c2ccc(C(=O)N3CCCCCC3)cc21,8.4,391.45,4.04
Nc1nc(-c2ccco2)nc2sc(CN3CCOCC3)cc12,7.54,316.39,2.37
Nc1nc2c(cnn2CCN2CCOCC2)c2nn(Cc3cccc(Cl)c3)c(=O)n12,7.85,428.88,0.86
CCCCCCCCc1ccc(O)cc1,4.65,206.33,4.30
OC[C@H]1O[C@@H](n2cnc3c(NCC4c5ccccc5-c5ccccc54)ncnc32)[C@H](O)[C@@H]1O,6.84,445.48,1.66
C[C@H]1CCC[C@@H](C)N1Cc1cc2c(N)nc(-c3ccon3)nc2s1,6.89,343.46,3.69
Nc1nc(-c2cccc(C(F)(F)F)c2)nc2sc(CN3CC=CC3)cc12,5.97,376.41,4.33
Nc1nc(-c2ccc(Cl)o2)nc2sc(CN3CCC(F)CC3)cc12,7.43,366.85,4.12
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.58,304.39,2.36
COc1cccc(-c2nc(N)c3cc(CN4CCOCC4)sc3n2)c1,6.43,356.45,2.78
Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCC(=O)OC(C)(C)C)cc3)n3nc(-c4ccco4)nc23)n1,6.82,573.61,3.70
Nc1nc(-c2ccco2)nc2sc(CN3CC=CCC3)cc12,8.19,312.40,3.30
NCCNC(=O)Cc1ccc(NC(=O)Cc2ccc(Nc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)cc1,6.43,576.61,-0.02
N#CCCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,7.31,372.39,-0.54
Cc1ccc2c(O)c(C(=O)NC(C)c3ccccc3)cnc2n1,6.94,307.35,3.13
CC(=O)N(C(C)=O)c1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,5.78,392.42,2.47
Cc1ccc2c(O)c(CC(=O)NC3CCCCC3)cnc2n1,5.15,299.37,2.64
CCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.28,456.39,4.42
Cn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.23,454.43,2.16
COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,5.86,404.39,2.92
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,8.91,337.34,1.72
Nc1nc(NCCN2CCC(c3ccccc3)CC2)nc2nc(-c3ccco3)nn12,8.09,404.48,2.65
O=C(CCN1C(=O)c2ccccc2C1=O)Nc1nc2ccccc2s1,5.3,351.39,2.92
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1,5.06,356.81,3.92
Cn1c(=O)c2c(nc3n2CCCN3C2CCCCCC2)n(C)c1=O,5.94,331.42,1.37
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.94,499.53,-0.16
Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,9.07,285.69,2.77
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,9.5,503.57,2.16
Cn1c(=O)c2c(nc3n2CCN3C2CCCCCCC2)n(C)c1=O,6.51,331.42,1.37
COc1ccc(NC(=O)Nc2nc3ccccc3n3c(=O)c(-c4ccccc4)nn23)cc1,6.58,426.44,3.66
N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccc2Cl)nc1N,6.39,340.21,5.18
N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1cccc(O)c1,7.68,348.39,2.80
CCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,7.09,303.37,4.16
COCCOc1ccc(C2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,9.15,502.58,3.22
Nc1nc2c(ncn2CCN2CCN(c3ccccc3)CC2)c2nc(-c3ccco3)nn12,8.77,429.49,2.14
CC1CCC(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,6.21,331.42,1.22
CCOC(=O)COc1cc(C)c2c(=O)c(-c3nc(C)cs3)coc2c1,7.0,359.40,3.48
Nc1ccc(C(=O)Nc2ccc(O)c(-c3nc4ccccc4[nH]3)c2)cc1,5.8,344.37,3.77
CCCCn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN3CCCC3)cc2)n(CCCC)c1=O,6.18,508.67,3.98
Oc1nc2ccc(Cl)cc2n2nc(-c3cccs3)nc12,5.18,302.75,3.37
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC4CCCC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.49,406.87,0.86
Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,6.7,354.35,1.01
COc1cccc2c1nc(N)n1nc(CN3CCN(c4ncc(C)s4)C[C@H]3C)nc21,7.64,424.53,2.34
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC4CC4c4ccccc4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.32,454.92,1.48
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.9,499.53,-0.16
Nc1nc(-c2ccccc2)nc2sccc12,6.3,227.29,2.94
Nc1nc(-c2cccnc2)nc2sc(Cc3ccccc3)cc12,6.67,318.41,3.93
Nc1nc(-c2ccccc2)nc2sc(-c3ccccc3)cc12,6.68,303.39,4.61
Cc1nc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)cs1,7.24,338.46,4.30
CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,6.24,432.40,3.13
Nc1nc(-c2ccncc2)nc2sc(Cc3ccccc3)cc12,7.17,318.41,3.93
Nc1nc(-c2cccc(F)c2)nc2sc(Cc3ccccc3)cc12,7.38,335.41,4.67
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,9.0,482.51,-0.58
COc1cccc2cc(C(=O)NC3CCCCC3)c(=N)oc12,6.4,300.36,2.98
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.89,304.39,2.36
O=C(O)c1cnc(NC2CCCC2)n2nc(-c3ccco3)nc12,4.43,313.32,2.44
Cn1c(=O)c2c(nc(/C=C/c3cccc(Cl)c3)n2[11CH3])n(C)c1=O,7.27,329.78,1.79
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccccc4)nc32)[C@H](O)[C@@H]1O,7.92,427.47,-0.18
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,7.35,658.80,3.67
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(N)cc4)nc32)[C@H](O)[C@@H]1O,8.2,622.73,3.06
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(Br)cc4)nc32)[C@H](O)[C@@H]1O,7.51,686.61,4.24
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N)nc(C#Cc4ccccc4)nc31)[C@H](O)[C@@H]2O,5.92,404.43,-0.16
