SMILES,pCHEMBL,Molecular Weight,logP 
Cn1ncc2nc(NC3CCCCC3)n3nc(-c4ccco4)nc3c21,6.92,337.39,3.02
CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,5.98,418.42,3.41
O=c1[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c(=O)n1CC1CC1,5.56,362.39,1.73
Cn1c(=O)c2nc[nH]c2n(C)c1=O,5.1,180.17,-1.04
COc1ccc(-n2nc3c(NC(=O)c4ccccc4)nc4ccccc4n3c2=O)cc1,5.45,411.42,3.29
CC(=O)Nc1nc2c(N)cccc2n2c(=O)n(-c3ccccc3)nc12,5.2,334.34,1.57
Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(CN(C)C)cc3)nc(-c3ccc(C)o3)n2)n1,9.7,444.54,4.09
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,5.22,377.44,4.68
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Br)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.89,507.78,1.88
Nc1nc(-c2ccco2)c2sccc2n1,7.85,217.25,2.53
CS(=O)(=O)c1ccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)cc1,6.11,369.41,2.12
Nc1nc(-c2ccco2)c2ncn(Cc3ccc(C(F)(F)F)cc3)c2n1,8.22,359.31,3.74
Nc1nc(-c2ccco2)c2cnn(Cc3cccnc3)c2n1,7.55,292.30,2.11
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.47,304.39,2.36
Cc1ccc(-c2nn3c(N)nc4ccccc4n3c2=O)cc1,7.3,291.31,1.90
Cc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,8.22,305.34,3.03
Nc1nc(-c2ccco2)c2nnn(Cc3ccc([N+](=O)[O-])cc3)c2n1,7.55,337.30,2.02
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.17,308.30,-1.84
Cc1cccc(-c2n[nH]c(NC(=O)[C@@H](C)Oc3ccccc3)n2)c1,5.75,322.37,3.19
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccccn3)n2)n1,7.59,406.49,1.53
CCCn1c(=O)c2nc(-c3ccc(OCc4noc(-c5ccccc5OC)n4)cc3)[nH]c2n(CCC)c1=O,7.64,516.56,4.01
Cn1c(-n2nccn2)nc2c(N)ncnc21,7.33,216.21,-0.47
Oc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,6.72,287.32,4.00
CCCSC[C@H]1O[C@@H](n2cnc3c(N)nc(N/N=C/CC(C)C)nc32)[C@H](O)[C@@H]1O,4.89,423.54,1.61
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc2n(CCC)c1=O,6.91,385.42,2.44
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)[nH]c2n(CCC)c1=O,6.72,495.97,4.04
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc(I)c3)ncnc21,6.33,497.29,1.04
Nc1nc2c(cnn2CCN2CCN(c3ccc(O)cc3)CC2)c2nc(-c3ccco3)nn12,8.89,445.49,1.84
Oc1c(-c2ccccc2)nnc2nc3ccccc3n12,5.54,262.27,2.65
CCC(=O)Nc1cc(-c2ccccc2F)nc(-c2ccccc2F)n1,6.99,339.35,4.44
CCOc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1,4.89,321.34,2.01
CNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.43,269.27,1.31
CCCn1cnc2ncnc(N)c21,4.75,177.21,0.82
Nc1ncnc2c1ncn2C[C@H](O)CO,5.07,209.21,-1.24
CCCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CCC)c1=O,7.15,412.49,2.90
O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)c1ccccc1,7.05,381.40,3.29
c1ccc(Nc2[nH]c3ccccc3c3nc(C4CCCC4)nc2-3)cc1,5.5,328.42,5.46
Nc1nc(-n2ccnn2)c2cnn(Cc3ccccc3F)c2n1,7.15,310.30,1.18
Nc1nc(-c2ccco2)c2cnn(C(=O)NCc3ccccc3)c2n1,9.0,334.34,2.43
Cn1c(-c2cccc(F)c2)nc2c(N)nc(C#CC3(O)CCCCC3)nc21,7.8,365.41,2.80
CC(=O)c1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,7.03,337.38,1.95
N#Cc1cccc(C(=O)Nc2nc3cc(C(=O)N4CCCCC4)cnc3n2CCCO)c1,7.29,432.48,2.56
O=C(Cc1ccccc1)Nc1nc2ccccc2n2nc(-c3ccco3)nc12,6.8,369.38,3.72
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(C(=O)OCc5ccccc5)CC4)cc3)cc2n(CCC)c1=O,6.82,587.68,3.84
CC(=O)NCCNc1nc(-c2ccccc2)nc2[nH]c(C(=O)N3CCN(CCCc4ccccc4)CC3)cc12,6.48,525.66,3.56
Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,8.96,334.34,2.43
COc1ccc(CCN(C)c2cc3nc(-c4ccco4)nn3c(N)n2)cc1,8.74,364.41,2.65
Cc1cc(-c2c(CCc3ccccc3)c3cc(OCC(=O)NC(C)(C)c4ccccc4)ccc3[nH]c2=O)on1,5.55,521.62,5.71
CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.38,420.41,3.93
COc1ccc(CC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1,7.82,449.50,3.18
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,4.98,454.44,-0.43
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccccn4)nc32)[C@H](O)[C@@H]1O,4.61,409.41,-0.97
CCCCc1nc2[nH]cnc2c2nc(-c3cccnc3)nn12,6.05,293.33,2.41
CCC(=O)N[C@H]1C[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4c[nH]cn4)nc32)[C@H](O)[C@@H]1O,8.23,595.71,3.01
CCc1cnn([C@H]2C[C@@H](n3cnc4c(NCC(CC)CC)nc(NCCc5cn(CC)cn5)nc43)[C@H](O)[C@@H]2O)c1,6.77,550.71,3.21
CNc1ccccc1C(=O)/N=C(\N)Nc1nc(C)c2ccccc2n1,5.06,334.38,2.55
CC(C)C(=O)N[C@H]1C[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4cn(C(C)C)cn4)nc32)[C@H](O)[C@@H]1O,7.57,651.82,4.31
CC(C)n1cnc(CCNc2nc(NCC(c3ccccc3)c3ccccc3)c3ncn([C@@H]4C[C@H](NC(=O)C5CC5)[C@@H](O)[C@H]4O)c3n2)c1,7.8,649.80,4.06
Cc1ccc(-c2cc(C(=O)NCc3ccccn3)nc(N(C)C)n2)o1,5.75,337.38,2.44
COc1cc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)ccc1CN(C)C,9.52,490.56,3.94
COc1cccc(CN(C)C)c1OCC(=O)Nc1cc(-n2nc(C)cc2C)nc(-c2ccc(C)o2)n1,8.24,490.56,3.94
Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CCN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,9.3,474.57,3.97
Cc1ccc(-c2nc(NC(=O)COc3cccc(Cl)c3)cc(-c3nccs3)n2)o1,7.85,426.89,4.84
CCNCc1cccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c1,9.52,460.54,3.97
COC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCC4CCCCC4)nc32)[C@H](O)[C@@H]1O,6.0,586.74,4.72
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1N,6.89,271.32,3.87
N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccco2)nc1N,6.85,295.73,4.12
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,5.77,335.36,-0.21
N#Cc1c(-c2ccccc2)cc(-c2ccc[nH]2)nc1N,6.19,260.30,3.20
Nc1nc2c(cnn2CCN2CCC(N3CCOCC3)CC2)c2nn(Cc3ccccc3)c(=O)n12,7.55,477.57,0.67
O=C(Nc1ccc(C2N=NN=N2)c(-c2ccco2)n1)C1CC1,5.79,296.29,3.52
O=C(Nc1ccc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,5.83,316.36,3.55
COc1ccc(Nc2c(-c3ccc4nccnc4c3)c(C)nn2-c2ccccc2)c(C(=O)O)c1,5.26,451.49,5.24
COc1cc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCCN(C)C,6.22,373.41,0.58
Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]nnc4c3)c2n1,7.92,333.32,1.38
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.54,304.39,2.36
CC(=O)Nc1cc(-c2cncc(O)c2)nc(-n2nc(C)cc2C)n1,7.19,324.34,2.01
CCOC(=O)CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,6.01,462.42,-2.50
CC(C)Nc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,5.12,287.28,1.90
CCCc1cc(O)c2ccc(C)nc2n1,6.0,202.26,2.60
Oc1cc(-c2ccccc2)nc2nc(Br)ccc12,7.0,301.14,3.76
CC1CCCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.7,404.27,3.35
CCOC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,5.62,475.46,-0.65
OCc1cnn(-c2nc(Nc3cnccn3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,5.93,441.41,-1.35
OCc1cnn(-c2nc(Nc3ccncc3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,5.83,440.42,-0.75
OCc1cnn(-c2nc(Nc3ccccn3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,5.93,440.42,-0.75
Cc1ccc(Nc2nc(-n3cc(CO)cn3)nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,5.63,453.46,0.17
COC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(CCNC4CCCCC4)nc32)[C@H](O)[C@@H]1O,7.55,586.74,3.80
COC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCN4CCCCC4)nc32)[C@H](O)[C@@H]1O,7.22,587.73,3.23
COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3nn(C)cc23)cc1,5.5,359.39,3.29
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.46,376.21,2.57
CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.38,479.54,5.11
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(C(N)=O)cc4)cc3)[nH]c2n(CCC)c1=O,7.41,504.55,2.49
CN1C[C@H](C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N2CCC[C@H]2C(N)=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,4.48,696.87,4.23
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCc4ccncc4)nc32)c1,7.3,474.47,3.92
COC(=O)CN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,8.3,431.45,3.22
Oc1nc2ccc(Cl)cc2n2nc(-c3ccco3)nc12,5.29,286.68,2.90
S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccc(Cl)cc1,9.82,385.86,4.77
Clc1nc(-c2nccs2)c2sccc2n1,7.7,253.74,3.47
CN(C)c1nc(-c2ccoc2)c2sccc2n1,6.13,245.31,3.02
Cn1c(=O)c2c(ncn2C)n(C)c1=O,4.74,194.19,-1.03
COCCOc1cccc2c1CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C2,8.15,460.50,2.36
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccc([N+](=O)[O-])cc5)nc43)[C@H](O)[C@@H]2O)n1,7.32,527.50,-0.67
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21,4.93,409.87,1.08
COCCOc1cnc2c(c1)CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)CC2,8.51,475.51,1.79
CC(=O)Nc1cc(N2CCCC2=O)nc(-n2nc(C)cc2C)n1,7.92,314.35,1.36
Cc1ccc(-c2nc(NC(=O)C3CC3)cnc2-c2ccncc2)o1,8.92,320.35,3.46
CC(=O)Nc1cc(-c2cccc(N3CCOCC3)n2)nc(-n2nc(C)cc2C)n1,7.89,393.45,2.14
COc1cccc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1F,7.5,355.37,3.05
COCCN(C)c1cccc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)n1,7.16,395.47,2.38
COC(=O)Nc1cc(-c2cncc(OC)c2)nc(-n2nc(C)cc2C)n1,6.78,354.37,2.53
CC(=O)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,9.22,269.26,1.88
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.27,544.74,1.06
O[C@@H]1[C@@H](CCl)O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@@H]1O,6.08,353.81,1.04
O[C@@H]1[C@@H](CCl)O[C@@H](n2cnc3c(NC4CC5CCC4C5)nc(Cl)nc32)[C@@H]1O,5.69,414.29,1.94
C[C@@]1(O)[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21,4.79,402.28,2.08
CCCC/C=C/c1nc(N)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,7.14,335.43,1.58
Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3)c2n1,8.52,291.31,2.72
CCn1c(Br)nc2c(N)ncnc21,7.28,242.08,1.19
CCCn1cnc2c(N)ncnc21,5.02,177.21,0.82
CCCCn1c(Br)nc2c(N)ncnc21,6.14,270.13,1.97
Nc1ncnc2c1nc(Br)n2C1CCCCC1,4.82,296.17,2.68
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.27,544.74,1.06
Cc1cc(C)n(-c2cc(NC(=O)COc3ccc(CN(C)C)cc3)nc(-c3ccc(C)o3)n2)n1,9.52,460.54,3.93
Cc1ccc(-c2nc(NC(=O)COc3cccc(C#N)c3)cc(-c3nccs3)n2)o1,8.17,417.45,4.06
CC(C)(C)OC(=O)N1CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.68,386.42,1.42
CCNC(=O)[C@H]1C[C@@H](n2cnc3c(N[C@H](CC)Cc4sccc4Cl)ccnc32)[C@H](O)[C@@H]1O,7.25,478.02,3.00
N#Cc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1,8.41,317.31,1.98
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CCC)c1=O,6.22,386.41,1.84
Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c(F)c1,8.46,325.31,1.83
Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1,8.82,307.32,1.69
O=C(NC1CCC1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,6.91,566.42,2.05
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.89,304.39,2.36
CNC(=O)OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.68,574.76,1.67
Nc1nc(-c2ccncc2)c2c(n1)-c1ccccc1C2=O,8.34,274.28,2.33
COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-c2ccccn2)n1,7.3,327.39,2.11
O[C@@H]1[C@@H](CSc2ccccc2F)O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@@H]1O,5.29,445.52,2.73
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCC(c5ccccc5)CC4)cc3)cc2n(C)c1=O,6.1,472.55,3.02
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCC(c5ccc(OC)cc5)CC4)cc3)cc21,6.4,530.63,3.90
CC(=O)Nc1cc(N2CCCC2=O)nc(-n2nc(C)cc2C)n1,6.0,314.35,1.36
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.58,304.39,2.36
O=C(Nc1cnc(-c2ccncc2)c(-c2ccccc2F)n1)C1CC1,7.29,334.35,3.69
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3cnn(Cc4cccc(F)c4)c3)sc12,8.52,467.53,4.31
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.7,345.37,2.56
COCCOc1cccc2c1CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)CC2,8.82,474.53,2.40
COc1cc2c(cc1OC)CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C(C)C2,8.72,474.53,2.78
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc12,7.0,480.59,4.56
Nc1nc(SCCN2CCN(c3ccc(F)cc3F)CC2)cc2nc(-c3ccco3)nn12,8.85,457.51,3.16
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5ccc(F)cc5)CC4)cc3)cc2n(CCC)c1=O,7.3,547.63,4.58
COC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.32,545.72,1.49
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNN3CCCCCC3)ccc1C2=O,7.89,399.50,3.82
CCN1/C(=C\C=C\C=C\C2=[N+](CCCCCC(=O)NCCNC(=O)CCC#Cc3nc(NCc4cccc(Cl)c4)c4ncn([C@H]5[C@H](O)[C@H](O)[C@]6(C(=O)NC)C[C@H]56)c4n3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,5.33,1205.86,None
CCOCc1sc(NC(=O)c2ccco2)nc1-c1ccccc1,6.72,328.39,4.19
CC(O)Cn1cnc2c(N)ncnc21,5.51,193.21,-0.21
CN1CCN(C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccc(F)cc4)c2C3=O)CC1,7.96,417.44,2.46
CCn1ncc2c1nc(N)n1nc(-c3ccc(Cl)cc3)nc21,7.08,313.75,2.40
Cc1ccc(C(=O)c2nc(NCc3ccccn3)nc3ccsc23)s1,6.73,366.47,4.30
Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc21,7.14,394.41,1.88
Nc1nc(-c2ccco2)c2ncn(Cc3cccc(Cl)c3)c2n1,8.1,325.76,3.37
Cc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,8.52,305.34,3.03
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,5.9,384.44,2.12
CN1CCN(C(=O)COc2ccc(-c3cc4c([nH]3)c(=O)n(C)c(=O)n4C)cc2)CC1,6.1,411.46,0.39
COc1ccc(N2CCN(C(=O)COc3ccc(-c4cc5c([nH]4)c(=O)n(C)c(=O)n5C)cc3)CC2)cc1,6.77,503.56,1.97
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5c(Cl)cncc5Cl)CC4)cc3)cc2n(CCC)c1=O,7.13,599.52,4.41
N#Cc1c(-c2ccccc2)nc(NC(=O)C2CC2)nc1-c1ccccc1,7.34,340.39,4.03
N#Cc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,7.35,316.32,2.99
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,5.78,335.36,-0.21
COc1ccccc1N1CCN(C(=O)COc2ccc(-c3cc4c([nH]3)c(=O)n(C)c(=O)n4C)cc2)CC1,5.63,503.56,1.97
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,7.21,378.32,4.45
CCN(CC)c1nc2ccccc2n2nc(-c3ccco3)nc12,6.4,307.36,3.38
O=C(c1nccs1)c1nc(C(F)(F)F)nc2ccsc12,6.47,315.30,3.40
Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccc(F)cc3)c2n1,9.0,352.33,2.57
CCOC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,5.89,405.37,-1.62
CCOC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.37,461.48,2.89
CCCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.8,297.32,2.12
COc1ccc(NC(=O)Nc2nc3n[nH]cc3c3nc(-c4ccco4)nn23)cc1,6.28,390.36,2.91
CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.4,471.31,5.09
CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.8,422.84,4.05
CCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,6.85,418.42,3.41
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.22,463.50,4.16
Cc1ccc2c(N)cc(-c3ccccc3)nc2n1,6.68,235.29,3.19
CCn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1,7.64,393.43,3.00
O=C(Cc1ccc(-c2ccccc2)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.33,539.60,5.82
Cn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,6.67,449.47,4.04
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.7,512.96,5.66
CC(C)=CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.96,462.90,5.00
COCCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCCC4)cc3)cc21,6.37,454.53,2.17
Cc1ccc2c(O)cc(-c3ccc([N+](=O)[O-])cc3)nc2n1,6.19,281.27,3.22
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,8.56,463.93,4.61
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.98,498.93,5.27
CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.4,467.29,4.16
CCOC(=O)c1nc2c(N)nc3ccc(Cl)cc3n2n1,5.31,291.70,1.69
Nc1nc2c(cnn2CCCc2ccc(O)cc2)c2nc(-c3ccco3)nn12,7.32,375.39,2.65
CC(=O)Nc1cc(N2CCCCC2)nc(-n2nc(C)cc2C)n1,7.11,314.39,2.23
O=C(NC1CC1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.49,586.84,2.31
O=C(NC1CCC1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.26,600.87,2.70
CCc1c(C(=O)NCc2ccccn2)nc(N)nc1-c1ccc(C)o1,7.6,337.38,2.51
COCCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2ccco2)c1=O,6.16,400.46,1.84
C#CCCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1,5.15,533.03,2.67
Nc1ccc(Cl)c2c1C(=O)c1ccccc1C2=O,6.6,257.68,2.70
Cc1ccc(Nc2nc(N)nc(CN3C(=O)NC4(CCCCC4)C3=O)n2)cc1,5.55,381.44,2.26
CC(=O)Oc1cccc(-c2nc(C(N)=O)c(N)o2)c1,4.44,261.24,0.95
CCCn1c(=O)[nH]c2[nH]cnc2c1=O,4.21,194.19,-0.18
O=C(N/N=N/c1nc(Nc2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1,7.61,505.50,2.00
CCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,6.92,436.86,4.44
CCCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,7.04,446.47,4.19
Nc1nc(NC(=O)CCC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.7,406.44,-0.07
Cc1nc2c(=S)n(Cc3ccccc3)nc(-c3ccncc3)c2c2cc(-c3ccccc3)nn12,6.24,460.57,5.89
O=c1c2ncn3nc(-c4ccccc4)cc3c2c(-c2cccnc2)nn1Cc1ccccc1,6.09,430.47,4.22
CCCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,7.62,430.47,4.49
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.72,308.30,-1.84
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.61,308.30,-1.84
CCCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CCC)c1=O,9.0,412.49,2.90
CCCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1NCCc1ccccc1,5.87,462.98,5.63
CC(C)OC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1NCCc1ccccc1,5.82,462.98,5.63
CSc1cccc2[nH]c(-c3cnc4ccccc4n3)nc12,5.52,292.37,3.90
Cn1c(=O)c2c(nnn2-c2ccc(Cl)cc2N)n(C)c1=O,4.34,306.71,0.05
Nc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1,8.44,292.30,1.20
CN(C)c1ccc2c(O)c(C(=O)NCc3ccccc3)cnc2n1,7.24,322.37,2.33
