SMILES,pCHEMBL,Molecular Weight,logP 
CC(C)CN1CCC23c4c5ccc(O)c4OCOC46CCC2(OC(C(=O)N4Cc2ccccc2)C63)C1C5,6.12,502.61,3.57
O=C(O)CCCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2CC(=O)O,7.19,387.48,3.02
COC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,6.21,299.37,1.85
CC1(C)C2CCC(CCN3C4CCCC3CC(n3c(=O)c(N5CCC5C(=O)O)nc5ccccc53)C4)C1C2,6.56,518.7,5.08
O=C(O)CN(CCNc1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O)CC(=O)O,5.48,539.68,3.56
O=C1CCC2(O)C3Cc4ccc(O)cc4C2(CCN3CC2CC2)C1,9.19,327.42,2.15
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)Cc1cc2ccccc2nc1C3,8.49,412.53,3.75
O=C1CC23CCN(CC4CC4)C(Cc4ccc(O)cc42)C3(O)CCC1=Cc1ccccc1,7.76,429.56,4.24
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(Cc2cccnc2)C2CCCC(N3CCCC3)C21,7.66,487.48,4.66
O=C(NC1CC2(O)C3Cc4ccc(O)cc4C2(CCN3CC2CC2)CC1=O)C1CCCC1,7.87,438.57,2.44
O=C(NC1CC2(O)C3Cc4ccc(O)cc4C2(CCN3CC2CC2)CC1=O)c1ccccc1,8.37,446.55,2.56
O=C(O)c1nc2ccccc2n(C2CC3CCCC(C2)N3C23CCCC(CCC2)C3)c1=O,5.27,435.57,4.77
O=C(O)c1nc2ccccc2n(C2CC3CCCC(C2)N3C2CCCCCCCC2)c1=O,6.43,437.58,5.16
CCCC(=O)N1CCC(NC(=O)C(N)Cc2c(C)cc(O)cc2C)c2cc(Cc3ccc4ccccc4c3)ccc21,7.19,549.72,6.02
O=C(O)c1nc2ccccc2n(C2CC3CCC(C2)N3C2C3CCCC2CCC3)c1=O,5.81,421.54,4.23
CN1CC2CN(c3nc4ccccc4n(C4CCN(C5CCCCCCC5)CC4)c3=O)CC2C1,7.82,463.67,4.14
O=C(O)c1ccncc1Nc1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O,7.19,501.63,5.51
O=C1C2OC34CCC5(OCOc6c(O)ccc7c6C3(CCN(CC3CC3)C4C7)C25)N1Cc1ccccc1,7.09,500.6,3.32
CN1CCC23c4c5ccc(O)c4OC2CCCC3(OCc2ccccc2)C1C5,9.07,377.48,3.79
O=C(c1ccccc1)N1CC2OC34CCC1C2C31CCN(CCc2ccccc2)C4Cc2ccc(O)cc21,6.39,506.65,4.58
CCCCC1CC2(O)C3Cc4ccc(O)cc4C2(CCN3CC2CC2)CC1=O,8.52,383.53,3.57
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1.CS(=O)(=O)O,8.57,465.44,4.4
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,8.89,432.47,3
C=CCC1(COC)CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.32,458.55,4.28
CC(C)C1CCC(N2C3CCC2CC(n2c(=O)c(C(=O)O)nc4ccccc42)C3)CC1,5.69,423.56,4.48
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,7.6,301.34,0.75
Cc1cc(O)cc(C)c1CC(N)C(=O)NC1CCCc2ccc(Cc3ccccc3)cc21,7.72,428.58,4.66
Cc1cc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)ccc1C(F)(F)F,5.38,430.46,5.6
Cc1cc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)ccc1C(F)(F)F,7.51,430.46,5.6
CC(C)C(NC(=O)C(=Cc1ccccc1)CN1CCN(c2ccc(Cl)cc2)CC1)C(=O)O,6.02,455.99,3.77
CC(C)C(NC(=O)C(=Cc1ccccc1)CN1CCN(c2cccc(Cl)c2)CC1)C(=O)O,5.78,455.99,3.77
Cc1cccc(Cl)c1-c1nc(CN2CCC(C(=O)NCCCN3CC(C)CC(C)C3)CC2)c(C)o1,5.92,501.12,5.31
Oc1cccc(C(O)CNCc2ccc(Cl)cc2Cl)c1,6.63,312.2,3.52
O=C1CC23CCN(CC4CC4)C(Cc4ccc(O)cc42)C3(O)CC1CC1CCCCC1,8.4,423.6,4.35
COC(=O)C1CC(O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,8.62,390.43,2.43
Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCCCC2)c1,9.64,373.97,5.06
Cl.Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCC2)c1,8.35,361.91,3.99
c1ccc(CCN(CCc2ccccc2)CC2CCC2)cc1,6.45,293.45,4.57
O=C1CC2CCN(Cc3cccs3)C3CCCC(C1Cc1ccccc1)C23,6.2,379.57,5.19
CC(NCc1nccn1C)c1cccc(O)c1,6.81,231.3,1.98
Cc1cc(S(=O)(=O)NCC(=O)NC2CCC2NC(C)C)ccc1F,5.21,357.45,1.06
Cc1cc2oc(C(=O)NCC(c3ccco3)N3CCCC3)c(C)c2cc1C,5.95,366.46,4.52
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(F)c2)c1,7.37,436.5,5.81
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,7.92,418.51,5.67
NC(=O)C1CC(=O)NCCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)N1,8.63,699.81,-0.14
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C12CCC1C3C(CN1Cc1ccccc1)C2,8.37,440.63,4.97
O=C1C2OC34CCC5(OCOc6c(O)ccc7c6C3(CCN(CC3CC3)C4C7)C25)N1Cc1ccccc1,7.4,500.6,3.32
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,7.2,356.51,3.25
CC=CC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.6,458.51,3.56
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(Cl)c2)c1,8.03,452.96,6.32
CCOCC1CC2(C)C(CCC3(C)C(C(=O)OC)CC(OC(C)=O)C(=O)C32)C(=O)O1,6.3,424.49,2.07
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,10.15,467.65,4.41
c1ccc(CCN(CCc2ccccc2)CC2CCC2)cc1,7.1,293.45,4.57
CC(C)CC(NC(=O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)CCCNC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccc(O)cc1)C(C)O)C(N)=O,7.96,1928.26,
COC12CCC3(CC1COCc1ccccc1)C1Cc4ccc(CC(O)CO)c5c4C3(CCN1CC1CC1)C2O5,8.0,545.72,4.02
COC12CCC3(CC1COCc1cccc(NC(C)=O)c1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,10.3,544.69,4.79
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C(C)N)C(C2)N(CC2CC2)CCC315,7.86,481.64,2.38
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COC(=O)C(N)CC(C)C)C(C2)N(CC2CC2)CCC315,8.94,524.7,3.84
O=C(c1ccccc1)N1CC2CC34CCC1C2C31CCN(CC2CC2)C4Cc2ccc(O)cc21,9.44,454.61,4.61
COC12CCC3(CC1COCc1ccccc1)C1Cc4ccc(OCC(N)=O)c5c4C3(CCN1CC1CC1)C2O5,9.54,544.69,3.99
CCC(C)C(N)C(=O)OCC1CC23CCC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,9.14,524.7,3.84
Clc1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1Cl,7.39,417.32,5.58
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)C1CC=CC2CCN(Cc3ccccc3)C(=O)C21,5.88,462.9,5.54
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,7.21,356.51,3.25
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,8.7,311.38,1.75
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3)c(F)c2)c1,7.53,418.51,5.67
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(OCc2ccccc2)C1C5,8.9,391.47,2.97
COC12CCCC3(C)Oc4c(O)ccc5c4C31CCN(C)C2C5,8.1,315.41,2.61
O=C1c2ccc(O)cc2C23CCCCC2C1N(CC1CCCO1)CC3,9.74,341.45,3.27
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,8.7,356.51,3.25
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,6.48,356.51,3.25
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,8.65,356.51,3.25
CC(C)CC(NC(=O)C(=Cc1ccccc1)CN1CCN(c2cccc(Cl)c2)CC1)C(=O)O,5.75,470.01,4.16
COC(=O)C1CC2(CCC(=O)O2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,9.22,444.48,3.14
O=C1C(=Cc2ccc(F)cc2)CC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,6.97,447.51,3.36
NC1CCc2cc(O)ccc2C1,5.08,163.22,1.21
CC(CCc1ccc(O)cc1)NCCc1ccccc1,5.18,269.39,3.55
CC(NCc1nccn1C)c1cccc(O)c1,6.28,231.3,1.98
CN(C(=O)C=Cc1ccoc1)C1CCC2(O)C3C(O)c4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,10.6,492.57,2.58
CN(C(=O)C#Cc1ccccc1)C1CCC2(O)C3C(O)c4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,10.1,500.6,2.33
Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,10.1,311.47,4.25
O=C(NCC1NCCc2ccccc21)c1ccc(OC(F)(F)F)cc1,6.58,350.34,3.2
Cc1ccc(C(=O)NCC2c3ccccc3CCN2CCCl)cc1,5.53,342.87,3.56
CN(C(=O)COc1ccccc1)C1CCC2(O)C3C(O)c4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,8.3,506.6,2.35
CN(C(=O)C=Cc1ccco1)C1CCC2(O)C3C(O)c4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,9.91,492.57,2.58
O=C1C(CCO)CC2=C(C3Oc4c(O)ccc5c4C34CCN(CC3CC3)C(C5)C4(O)C2)N1Cc1ccccc1,8.89,528.65,3.25
Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCCCC2)c1,10.21,373.97,5.06
Cl.Oc1cccc(CCN(CCc2ccccc2)C2CCC2)c1,7.99,331.89,4.03
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C12CCC1C3C(CN1c1ccccc1)C2,8.61,426.6,4.98
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,8.18,418.51,5.67
O=c1[nH]c2ncccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,5.88,356.47,2.83
COCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,5.64,537.65,1.27
CC1CC2CC(C1)CC(N1C3CCC1CC(n1c(=O)c(N4CCC4C(=O)O)nc4ccccc41)C3)C2,6.94,490.65,4.44
O=C(O)C1CCN1c1nc2ccccc2n(C2CC3CCC(C2)N3C2CC3CCCCC(C3)C2)c1=O,6.65,490.65,4.59
CCOC(=O)CC1CC2(O)C3Cc4ccc(OC)cc4C2(CCN3CC2CC2)CC1=O,5.29,427.54,2.64
COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)CC(O)C(=O)C3,6.06,357.45,1.43
O=c1[nH]c2ccc(N3CCOCC3)cc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.25,440.59,3.28
CNC1(c2ccccc2)CCC(c2ccccc2)(N(C)C)CC1,5.93,308.47,4.13
CN(C)C1(Cc2ccccc2)CCC(c2ccccc2)(N(C)C)CC1,5.43,336.52,4.56
COC(=O)N1CCN(C(=O)Cc2ccc(F)c(Cl)c2)C2C(N3CCC(F)C3)CCCC21,9.4,455.93,3.27
CC1CC2CC(C1)CC(N1C3CCC1CC(n1c(=O)c(N4CCC4C(=O)O)nc4ccccc41)C3)C2,6.49,490.65,4.44
CC1(C)C2CCC(CCN3C4CCCC3CC(n3c(=O)c(N5CCC5C(=O)O)nc5ccccc53)C4)C1C2,6.89,518.7,5.08
O=C(O)CC1CC2(O)C3Cc4ccc(O)cc4C2(CCN3CC2CC2)CC1=O,7.76,385.46,1.86
CCC1OC23CCC4(CC2C(C)(C(C)(C)C)O1)C1Cc2ccc(O)c5c2C4(CCN1CC1CC1)C3O5,9.72,493.69,5.56
CC(N)C(=O)N1CCC23CCN(CC4CC4)C(Cc4ccc(O)cc42)C3C1,10.05,369.51,1.87
Cc1cc(CC(N)C(=O)NC2CCNc3ccc(Cc4ccccc4)cc32)c(C)cc1O,6.14,429.56,4.14
Cc1cc(CC(N)C(=O)NC2CCNc3ccc(Cc4ccccc4)cc32)c(C)cc1O,6.43,429.56,4.14
CC1CN2CCN(C(=O)c3ccccc3)CC2CC1(C)c1cccc(O)c1,6.72,364.49,3.52
Brc1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1,5.72,427.33,5.04
NC(=O)CNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.45,411.55,3.04
COc1ccc(Nc2nc3ccccc3n(C3CCN(C4CCCCCCC4)CC3)c2=O)cn1,7.33,461.61,5.29
NC(=O)C1CCCN1c1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.21,451.62,3.6
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)C)cc2)cc1,6.23,479.65,4.11
C=CCN1CCC(N(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)C(C)C1,5.43,405.59,5.2
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C12CCC1C3C(CN1c1cnccn1)C2,9.7,428.58,3.77
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,6.96,454.4,3.83
O=C(c1ccccc1)N1CC2OC34CCC1C2C31CCN(CC2CC2)C4Cc2ccc(O)cc21,8.98,456.59,3.74
Cc1nc(O)cc(C2CCN(Cc3ccc(C4CCCC4)s3)CC2)n1,5.09,357.52,4.59
CSc1ccc(CN(CCO)Cc2ccc(-c3ccn[nH]3)s2)cc1,5.52,359.52,3.85
CC1(C)SCCSCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC1C(N)=O,5.7,587.77,0.7
Oc1cccc(C(O)CNCc2c(Cl)cccc2Cl)c1,5.58,312.2,3.52
C1C2C3CC4C2C(NCC25C6C7C8C6C2C8C75)C2C1C3C42,6.09,277.41,2.09
Cl.Cl.Oc1ccc2c(c1)C13CCN(CC4CCCO4)C(C2)C1(O)Cc1cc2ccccc2nc1C3,7.57,515.48,3.52
CN1CCC2(C)c3cc(O)ccc3OC2C1,5.38,219.28,1.75
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COCC(N)=O)C(C2)N(CC2CC2)CCC315,7.69,468.59,2.42
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COC(=O)C(N)Cc4ccccc4)C(C2)N(CC2CC2)CCC315,8.36,558.72,4.03
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNCC(=O)O)C(C2)N(CC2CC2)CCC315,7.29,468.59,2.59
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccc(C(=O)NCC(=O)O)cc4)C(C2)N(CC2CC2)CCC315,6.36,602.73,3.95
CC(C)CC(NC(=O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)CCNC(=O)C(Cc1ccccc1)N(C)C(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(N)=O,7.0,1882.19,
CN(CCCC1(O)C2CCN(CC(F)F)C1Cc1ccc(O)c(O)c12)C(=O)C=Cc1ccoc1.Cl,7.65,512.98,3.35
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,8.98,356.51,3.25
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C12CCC1C3C(CN1CC1CCCCC1)C2,8.24,446.68,5.35
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,8.77,432.47,3
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,8.03,454.4,3.83
Cc1cccc(C)c1CC(N)C(=O)NC1CCNc2ccc(Cc3ccccc3)cc21,5.32,413.57,4.44
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,8.7,454.4,3.83
O=C(Cc1ccc(Cl)cc1)N1CCN(S(=O)(=O)Cc2ccon2)C2CCCC(N3CCC(O)C3)C21,8.16,523.06,1.9
O=C(Cc1ccc(Cl)c(F)c1)N1CCN(S(=O)(=O)Cc2ccon2)C2CCCC(N3CCC(O)C3)C21,8.85,541.05,2.04
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,8.28,356.51,3.25
CC1CN2CC(c3ccccc3)N(C)CC2CC1(C)c1cccc(O)c1,7.92,350.51,4.05
COC(=O)N1CCN(C(=O)Cc2ccc(C(F)(F)F)c(Cl)c2)C2C(N3CCC(O)C3)CCCC21,9.52,503.95,3.17
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,9.09,341.41,1.53
O=C(O)C(=Cc1ccccc1)CN1CCN(c2cccc(Cl)c2Cl)CC1,6.09,391.3,4.28
Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,9.74,296.46,3.74
CN1CCC23CCCCC2C1Cc1ccc(N)cc13,6.96,256.39,2.96
CNC(=O)C(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,8.09,481.42,2.34
CC(C)NC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,8.35,481.47,4.18
CN(C)S(=O)(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,8.66,503.5,2.87
Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCC2)cc1,8.46,361.91,3.99
O=C(O)C1CCN(CCNc2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)CC1,6.25,535.73,4.89
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,9.4,341.41,1.53
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,8.47,369.34,4.4
O=C(O)CC1CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)CC1,5.94,506.69,5.37
O=C(O)CN(CCO)c1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O,5.69,482.63,3.56
O=C(NO)c1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O,6.32,424.55,3.8
O=C(O)c1nc2ccccc2n(C2CC3CCC(C2)N3C23CC4CC(CC(C4)C2)C3)c1=O,5.61,433.55,4.23
O=C1NC(=O)C2(CCC34Cc5ccc(O)cc5C3(CCN(CC3CC3)C4)C2)N1,6.5,381.48,2.05
O=C(NC1CC2(O)C3Cc4ccc(O)cc4C2(CCN3CC2CC2)CC1=O)C1CC1,7.9,410.51,1.66
COCCC1CC2(O)C3Cc4ccc(OC)cc4C2(CCN3CC2CC2)CC1=O,5.89,399.53,2.72
COc1ccc2c(c1)C13CCN(C)C(C2)C1(O)CC(CCOCc1ccccc1)C(=O)C3,5.1,435.56,3.51
COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)CC(=CCC(C)C)C(=O)C3,5.51,409.57,4.04
CC(C)(C)CC1CC2(O)C3Cc4ccc(O)cc4C2(CCN3CC2CC2)CC1=O,7.69,397.56,3.82
CC(NC(=O)CC1CC2(O)C3Cc4ccc(O)cc4C2(CCN3C)CC1=O)C(=O)O,4.78,416.47,0.58
COCC1(C)CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.69,432.51,3.72
Cl.Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCCC2)c1,9.51,375.94,4.38
COCC1(C)CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.72,432.51,3.72
NC(=O)C1CC(=O)NCCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCCC2C(=O)N1,5.17,663.78,-0.48
COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4cccnc43)CC2)cc1,5.89,474.57,1.99
COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4c(C)ccnc43)CC2)cc1,8.52,488.59,2.29
CC(C)CCN(CCc1cccc(O)c1)CCc1cccc(O)c1.Cl,7.78,363.93,4.23
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCC(=O)Nc1cccc2ccccc12,5.0,414.55,5.1
CC(C)CC(NC(=O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)CCCCNC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccc(O)cc1)C(C)O)C(N)=O,7.92,1942.29,
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCC(O)C3)CCCC21,7.1,470.4,2.8
CN1CCC23CC(=O)CCC2(O)C1Cc1ccc(C(=O)NCCc2ccc(-c4cc[nH]c(=O)c4)cc2)c(O)c13,6.85,527.62,2.7
CC(=O)N1CCC(NC(=O)C(N)Cc2c(C)cc(O)cc2C)c2cc(CC3CCc4ccccc43)ccc21,6.47,511.67,4.77
Cc1cc(O)cc(C)c1CC(N)C(=O)NC1CCNc2ccc(CC3Cc4ccccc4C3)cc21,8.92,469.63,4.51
Cc1cc(O)cc(C)c1CC(N)C(=O)NC1CCNc2ccc(Cc3ccc4ccccc4c3)cc21,7.27,479.62,5.3
Cc1cc(O)cc(C)c1CC(N)C(=O)NC1CCCc2ccc(CC3CCCCC3)cc21,7.7,434.62,5.2
CC(=O)N1CC2CN(c3nc4ccccc4n(C4CCN(C5CCCCCCC5)CC4)c3=O)CC2C1,6.55,491.68,4.06
CC(C)(C)OC(=O)NCCNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.53,497.68,5.08
CS(=O)(=O)NCCNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.04,475.66,3.11
CC(=O)Nc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.21,396.54,4.1
O=C1CN(c2nc3ccccc3n(C3CCN(C4CCCCCCC4)CC3)c2=O)CCN1,6.52,437.59,3.08
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,7.7,454.4,3.83
O=c1c(NCC(O)CO)nc2ccccc2n1C1CC2CCC(C1)N2C1CCCCCCC1,6.65,454.62,3.44
O=c1[nH]c2ccccc2n(C2CC3CCCC(C2)N3C2CCCCCCC2)c1=O,6.77,395.55,4.36
CN(C)c1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.59,382.55,4.21
CCOC(=O)CN1CCC(NC(=O)C(N)Cc2c(C)cc(O)cc2C)c2cc(Cc3ccccc3)ccc21,7.82,515.65,4.1
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C(C)N)C(C2)N(CC2CC2)CCC315,7.86,481.64,2.38
COC12CCC3(CC1CNC(=O)C(N)CO)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.74,483.61,1.05
COC12CCC3(CC1CNC(=O)C(C)NC(C)=O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.46,509.65,2.26
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,7.33,285.34,1.2
O=C1CC23CCN(CC4CC4)C(Cc4ccc(O)cc42)C3(O)CCC1=Cc1ccccc1,8.04,429.56,4.24
O=C1CC23CCN(CC4CC4)C(Cc4ccc(O)cc42)C3(O)CC1=Cc1ccccc1,8.1,415.53,3.85
O=C(O)CC1CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)C1,5.92,492.66,4.98
CC1C2Cc3ccc(C(=O)NCCc4ccc5ccccc5c4)cc3C1(C)CCN2CC1CC1,9.7,452.64,5.75
Oc1ccc2c(c1)C1(CCCCc3ccccc3)CCN(CCCc3ccccc3)CC1O2,6.37,441.62,6.14
CC1CN2CCN(Cc3ccccc3)CC2CC1(C)c1cccc(O)c1,7.36,350.51,3.88
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,5.95,270.38,3.39
O=C1CCC2=C(C3Oc4c(O)ccc5c4C34CCN(CC3CC3)C(C5)C4(O)C2)N1Cc1ccccc1,9.82,484.6,3.64
Oc1ccc2c(c1)C1(CCCCc3ccccc3)CCN(CCc3ccc(C(F)(F)F)cc3)CC1O2,6.79,495.59,6.77
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,5.9,477.05,5.09
COC1CCN(Cc2ccc(-c3ccccc3S(=O)(=O)N3CCCC3)cc2)CC1,8.66,414.57,3.75
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,8.1,356.51,3.25
NC(=O)c1ccc(Oc2ccc(CN3CCCC3c3cccnc3)cc2)nc1,8.83,374.44,3.7
NC(=O)c1ccc(Oc2ccc(CN3CCCC3c3cccnc3)cc2)c(Cl)c1,9.14,407.9,4.96
NC(=O)c1ccc(Oc2ccc(CN3CCCC3c3cccnc3)cc2)c(Cl)c1,7.35,407.9,4.96
Cc1cc(O)cc(C)c1CC(N)C(=O)N1CCN(CCCc2ccccc2)CC1,6.6,395.55,2.66
Oc1ccc2c(c1)C1(CCc3ccccc3)CCN(CCc3ccccc3C(F)(F)F)CC1O2,5.72,467.53,5.99
